Var3,Var4
1,21.7231638418079
1.00527332836655,21.6255197769131
1.01491975538586,21.4492744160943
1.02456618240517,21.334509995096
1.03421260942447,21.2033506568123
1.04385903644378,21.1131786117422
1.05204388361168,21.0002358482201
1.06306419569131,20.8053640397076
1.07104442168001,20.7969909212368
1.08098316466961,20.5694138551076
1.0916526975849,20.584442529286
1.1087531818464,20.3999997098245
1.11489181722233,20.4040984391458
1.12892298379587,20.1499772212211
1.1372539889489,19.9870527306968
1.15084668156702,19.7428367752987
1.16287339577291,19.3864425019266
1.17189343142733,19.3270434563645
1.17994505494505,19.180790960452
1.18855544173341,19.141689808165
1.19469407710933,19.1116324598083
1.20054945054945,19.180790960452
1.20872524368287,19.2400593118778
1.21486387905879,19.3971772691968
1.21978021978022,19.4632768361582
1.2239010989011,19.7457627118644
1.23064894145403,20.0447765019727
1.2396376575402,20.6408000574548
1.24313186813187,21.2994350282486
1.2490648475818,22.027195250407
1.25651890482399,23.097988285614
1.25961538461538,23.8418079096045
1.26397296206618,24.8998189719247
1.26923464953126,25.9496792109547
1.27449633699634,27.0768297743305
1.27800412863972,27.6629480672859
1.28238886819395,29.1057007884069
1.28808902961445,30.1501936438018
1.29422766499038,31.2585583644547
1.29861240454461,31.8334051517763
1.30357142857143,32.7401129943503
1.30825883156392,33.5827428261355
1.31658983671696,34.3707463088867
1.3288671074688,35.3972502967045
1.33851353448811,35.8972952739112
1.34815996150742,36.2784771007983
1.35780638852673,36.6350665517572
1.36745281554604,36.9424712508596
1.37709924256534,37.2170861153912
1.38674566958465,37.3974302055313
1.39639209660396,37.4056276641741
1.40603852362327,37.3072581604613
1.41568495064258,37.1965924687844
1.42533137766189,37.1105191530357
1.43497780468119,37.0408407545724
1.4446242317005,36.8973852283246
1.45427065871981,36.6678563863281
1.46391708573912,36.4506237322957
1.47356351275843,36.2702796421555
1.48320993977774,36.0571457174445
1.49285636679704,35.749741018342
1.50250279381635,35.425941401954
1.51171074688024,34.975900922468
1.52588807143892,34.1929069977763
1.53275749674055,33.8566404130358
1.54525400447011,33.0225489961378
1.55161187682374,32.7486514092374
1.56827388712982,31.7548461731168
1.5735355745949,31.2698298700884
1.58844368907928,30.7192338979182
1.59370537654436,30.3681094193878
1.60861349102875,30.1426793067126
1.61475212640467,29.9923925649292
1.62790634506736,29.9623352165725
1.63448345439871,29.89470618277
1.64807614701683,29.8967555474306
1.65465325634817,29.8045341376999
1.66824594896629,29.7942873143965
1.67657695411933,29.7369051038973
1.6892926988266,29.6467330588273
1.70545359604076,29.50503413086
1.71253181846402,29.3987599348846
1.72787840690383,29.117996976371
1.73401704227975,28.8802706757317
1.74804820885329,28.6794329389848
1.75462531818464,28.497039484184
1.76997190662445,27.9566903353172
1.78021978021978,27.5141242937853
1.78838781275222,27.3186548042911
1.79452644812814,27.1068871226872
1.8021978021978,26.9491525423729
1.80943456261253,26.6833517594793
1.81513472403303,26.4230824475725
1.82872741665115,26.0972334665239
1.83486605202707,25.8144211433496
1.84889721860061,25.3799558352848
1.85503585397653,25.0179014118974
1.86819007263923,24.6585794747243
1.87432870801515,24.3416110738719
1.88186813186813,24.1242937853107
1.88835987458869,24.0355726178765
1.89449850996461,23.8005788034515
1.90852967653815,23.4945403474562
1.91466831191407,23.3046325555662
1.92782253057677,23.0764699566768
1.93439963990811,22.8612866673051
1.94799233252623,22.7198805057179
1.95369249394673,22.4780554757573
1.96816213447569,22.3100075735813
1.97802197802198,22.1468926553672
1.98540877672234,22.027195250407
1.99183972806854,21.853292020629
2,21.7231638418079
